<<<<<<< HEAD
Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Copacabana;2;1;1;100;3500.0;1260.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;65;1200.0;650.0;76.0
Apartamento;Copacabana;1;0;0;50;1800.0;590.0;28.0
Apartamento;Leblon;3;1;0;118;4500.0;2000.0;371.0
Apartamento;Recreio dos Bandeirantes;3;2;1;75;2000.0;460.0;
Casa de Condomínio;Barra da Tijuca;4;4;2;700;15000.0;1600.0;
Apartamento;Barra da Tijuca;3;2;1;250;4500.0;1250.0;624.0
Quitinete;Copacabana;1;0;0;28;1700.0;596.0;56.0
Apartamento;Riachuelo;2;1;0;60;1200.0;350.0;126.0
Apartamento;Barra da Tijuca;4;3;0;230;9800.0;3332.0;381.0
Apartamento;Tijuca;2;2;1;95;2500.0;700.0;230.0
Apartamento;Campo Grande;2;1;1;50;950.0;;
Apartamento;Portuguesa;3;1;0;62;1200.0;380.0;12.0
Apartamento;Leblon;4;2;2;240;15000.0;1300.0;1568.0
Apartamento;Glória;3;0;1;120;3900.0;838.0;168.0
Apartamento;Leme;1;0;0;38;2300.0;852.0;30.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;93;2000.0;781.0;132.0
Apartamento;Jardim Botânico;2;2;1;95;4000.0;1170.0;
Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;309.0
Quitinete;Copacabana;1;0;0;35;1300.0;629.0;56.0
Casa;Barra da Tijuca;5;3;3;500;15000.0;1200.0;
Apartamento;Centro;1;0;0;26;750.0;400.0;
Apartamento;Leblon;2;2;1;162;7000.0;2500.0;
Casa de Condomínio;Barra da Tijuca;6;6;6;640;20000.0;1600.0;
Apartamento;Ipanema;3;1;1;100;6000.0;1200.0;210.0
Apartamento;Realengo;6;0;0;250;3000.0;;
Apartamento;Ipanema;2;0;0;85;2500.0;900.0;
Apartamento;Vila Isabel;2;1;1;76;1700.0;597.0;
Apartamento;Barra da Tijuca;2;1;0;51;1300.0;470.0;40.0
Apartamento;Jardim Guanabara;3;1;2;110;2700.0;500.0;
Casa de Condomínio;Barra da Tijuca;4;3;4;300;7000.0;707.0;568.0
Apartamento;Barra da Tijuca;3;2;1;115;3250.0;1500.0;150.0
Apartamento;Botafogo;4;1;1;163;4500.0;707.0;280.0
Apartamento;Jardim Botânico;2;1;0;95;4000.0;1170.0;
Apartamento;Ipanema;4;2;1;282;25000.0;4300.0;2270.0
Apartamento;Botafogo;2;1;1;72;3350.0;670.0;178.0
Apartamento;Lagoa;4;3;1;255;8500.0;2529.0;490.0
Apartamento;Botafogo;1;1;0;45;2400.0;780.0;
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1800.0;1100.0;634.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;696.0;120.0
Apartamento;Humaitá;1;0;1;34;1600.0;410.0;
Apartamento;Barra da Tijuca;2;1;1;100;3800.0;1700.0;310.0
Apartamento;Madureira;3;1;1;90;1200.0;500.0;60.0
Apartamento;Lagoa;3;2;1;144;4500.0;2245.0;647.0
Apartamento;Santa Teresa;2;0;0;33;1200.0;379.0;135.0
Apartamento;Vila Valqueire;2;1;0;63;1500.0;455.0;
Apartamento;Barra da Tijuca;2;0;1;78;3000.0;1263.0;
Apartamento;Barra da Tijuca;4;2;1;160;3800.0;1800.0;600.0
Casa de Condomínio;Barra da Tijuca;5;4;4;320;10000.0;850.0;4000.0
Apartamento;Leblon;3;1;1;83;5000.0;1223.0;373.0
Apartamento;Recreio dos Bandeirantes;2;0;0;80;1800.0;890.0;129.0
Apartamento;Ipanema;4;2;1;170;13000.0;2750.0;1780.0
Quitinete;Copacabana;1;0;0;23;1700.0;430.0;30.0
Apartamento;Maracanã;3;0;0;150;1800.0;;106.0
Apartamento;Ipanema;3;2;0;101;3800.0;1514.0;364.0
Apartamento;Barra da Tijuca;2;1;1;65;2200.0;670.0;
Quitinete;Copacabana;1;0;0;30;1100.0;528.0;
Apartamento;Jardim Guanabara;2;1;0;56;1500.0;360.0;
Apartamento;Flamengo;2;1;0;110;2800.0;1223.0;200.0
Apartamento;Copacabana;3;1;0;100;4500.0;1350.0;350.0
Apartamento;Ipanema;2;1;2;86;13300.0;4100.0;394.0
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2000.0;365.0;167.0
Apartamento;Recreio dos Bandeirantes;3;1;1;84;2300.0;1000.0;175.0
Apartamento;Recreio dos Bandeirantes;2;1;2;74;2500.0;1350.0;125.0
Apartamento;Irajá;2;0;0;50;800.0;100.0;
Apartamento;Jardim Botânico;1;0;0;45;2200.0;300.0;
Apartamento;Ipanema;2;0;0;50;2900.0;586.0;130.0
Apartamento;Barra da Tijuca;2;1;1;70;1900.0;1300.0;
Apartamento;Vila Isabel;2;1;0;138;2000.0;590.0;230.0
Apartamento;Copacabana;2;1;0;81;2500.0;810.0;91.0
Apartamento;Barra da Tijuca;1;2;0;55;1900.0;1000.0;
Apartamento;Recreio dos Bandeirantes;3;2;1;177;1600.0;1290.0;350.0
Casa;Irajá;1;0;0;40;750.0;;
Casa;Lagoa;5;2;1;400;20000.0;180.0;576.0
Apartamento;Leblon;1;1;1;92;4000.0;1232.0;
Quitinete;Copacabana;1;0;0;27;1080.0;450.0;54.0
Apartamento;Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0
Apartamento;Laranjeiras;2;0;0;65;1500.0;500.0;25.0
Apartamento;Barra da Tijuca;2;1;1;184;2700.0;1800.0;345.0
Apartamento;Jardim Oceânico;3;2;1;150;3500.0;1689.0;518.0
Apartamento;Madureira;3;1;0;82;1100.0;550.0;28.0
Casa;Jardim Botânico;5;4;1;845;35000.0;;1540.0
Apartamento;Barra da Tijuca;1;1;0;71;1800.0;800.0;
Casa;Riachuelo;2;2;0;92;1300.0;;53.0
Apartamento;Ipanema;4;3;2;171;25000.0;2840.0;1057.0
Apartamento;Tijuca;2;1;0;70;1700.0;528.0;92.0
Apartamento;Barra da Tijuca;2;3;2;100;9000.0;3982.0;467.0
Apartamento;Barra da Tijuca;1;1;1;66;2000.0;1300.0;
Casa de Vila;Riachuelo;2;0;0;56;1090.0;;
Apartamento;Lagoa;3;3;3;500;20000.0;6838.0;
Apartamento;São Conrado;4;3;2;460;9500.0;9700.0;9.0
Apartamento;Leblon;3;3;1;130;8600.0;1300.0;500.0
Casa;Urca;4;3;4;684;35000.0;;
Apartamento;Copacabana;2;0;0;62;2500.0;709.0;97.0
Apartamento;Leme;3;0;0;91;3300.0;804.0;1543.0
Apartamento;Flamengo;1;0;0;50;2200.0;426.0;73.0
Apartamento;Gávea;2;1;0;63;2800.0;678.0;138.0
Apartamento;Glória;1;0;0;47;1150.0;500.0;25.0
Quitinete;Copacabana;0;0;0;22;1300.0;300.0;24.0
Apartamento;Tijuca;2;1;0;71;1500.0;660.0;555.0
Casa;Botafogo;3;0;0;88;5800.0;;
Casa de Condomínio;Campo Grande;2;1;2;70;1300.0;350.0;
Casa de Condomínio;Barra da Tijuca;5;4;5;700;12000.0;1820.0;
Apartamento;Cachambi;2;1;0;60;900.0;550.0;
Apartamento;Botafogo;2;0;0;64;2400.0;690.0;75.0
Apartamento;Copacabana;2;1;0;75;3600.0;740.0;80.0
Apartamento;Barra da Tijuca;2;1;1;80;3900.0;1000.0;140.0
Casa;Padre Miguel;2;0;0;110;1400.0;;
Apartamento;Curicica;3;1;1;70;1600.0;600.0;80.0
Apartamento;Recreio dos Bandeirantes;3;3;2;188;4500.0;683.0;4335.0
Apartamento;Copacabana;3;2;1;231;7000.0;1500.0;433.0
Apartamento;São Francisco Xavier;2;1;0;70;1500.0;450.0;350.0
Apartamento;Copacabana;2;1;0;197;4000.0;1000.0;
Apartamento;Barra da Tijuca;3;2;1;120;6000.0;2100.0;580.0
Apartamento;Barra da Tijuca;4;3;4;315;13000.0;4090.0;981.0
Casa de Condomínio;Recreio dos Bandeirantes;4;2;2;278;7500.0;1560.0;414.0
Casa;Campo Grande;3;3;0;125;2500.0;;
Apartamento;Ipanema;2;1;2;80;5500.0;1000.0;2530.0
Apartamento;Copacabana;1;0;0;50;1650.0;550.0;
Apartamento;Flamengo;1;0;0;40;2000.0;580.0;80.0
Casa de Condomínio;Guaratiba;2;1;2;75;1700.0;;
Casa;Vista Alegre;1;0;0;50;900.0;;
Apartamento;Copacabana;4;0;4;150;8000.0;1368.0;200.0
Apartamento;Campo Grande;2;1;0;65;700.0;240.0;
Casa;Campo Grande;1;0;0;50;650.0;;55.0
Apartamento;Ipanema;3;2;1;160;6500.0;2380.0;420.0
Casa;Gávea;4;4;4;1097;30000.0;;16654.0
Apartamento;Barra da Tijuca;2;2;2;70;3500.0;1400.0;
Casa de Condomínio;Barra da Tijuca;5;8;2;472;9000.0;800.0;1050.0
Apartamento;Lagoa;4;3;4;256;20000.0;3200.0;1175.0
Apartamento;Méier;1;0;0;35;1100.0;200.0;35.0
Apartamento;Tauá;1;0;0;40;1150.0;80.0;20.0
Apartamento;Leblon;3;2;1;140;5000.0;3990.0;582.0
Apartamento;Cachambi;1;0;0;35;600.0;274.0;22.0
Apartamento;Copacabana;1;0;0;25;1500.0;537.0;
Apartamento;Ipanema;2;1;2;200;14000.0;1300.0;350.0
Apartamento;Tijuca;2;0;0;60;1450.0;250.0;47.0
Apartamento;Lagoa;4;2;1;180;8000.0;2000.0;1000.0
Apartamento;Leme;2;0;0;75;2800.0;918.0;
Apartamento;Jardim Guanabara;2;1;0;56;1000.0;363.0;20.0
Apartamento;Copacabana;3;1;1;170;3200.0;1600.0;369.0
Apartamento;Ipanema;4;2;3;380;29900.0;5000.0;
Apartamento;Ipanema;2;1;1;90;12000.0;3598.0;588.0
Apartamento;Copacabana;1;0;0;50;1600.0;600.0;25.0
Apartamento;Copacabana;1;0;0;20;1300.0;335.0;30.0
Apartamento;Barra da Tijuca;3;0;1;121;5000.0;2483.0;3674.0
Apartamento;Jacarepaguá;3;1;1;70;2000.0;740.0;144.0
Apartamento;Laranjeiras;1;0;0;41;1500.0;609.0;
Apartamento;Flamengo;1;0;0;27;1000.0;366.0;25.0
Apartamento;Copacabana;3;0;2;50;4500.0;;
Apartamento;Barra da Tijuca;2;0;1;90;3000.0;1051.0;2575.0
Quitinete;Lapa;1;0;0;22;950.0;400.0;20.0
Apartamento;Lagoa;2;2;1;85;10000.0;2950.0;350.0
Apartamento;Catete;1;0;0;44;950.0;300.0;29.0
Apartamento;Recreio dos Bandeirantes;3;2;2;125;2350.0;900.0;199.0
Apartamento;Botafogo;2;1;1;60;2500.0;1100.0;160.0
Apartamento;Ipanema;3;2;1;263;7500.0;3150.0;700.0
Apartamento;Ipanema;3;1;1;112;7800.0;1500.0;
Apartamento;Barra da Tijuca;4;3;4;230;15009.0;2600.0;470.0
Apartamento;Vila Isabel;2;0;0;100;1500.0;420.0;20.0
Apartamento;Madureira;3;2;0;121;1700.0;613.0;
Apartamento;Leblon;2;2;2;150;12000.0;4400.0;600.0
Casa de Vila;São Cristóvão;1;0;0;60;1100.0;;
Quitinete;Copacabana;1;0;0;24;1300.0;450.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;62;1550.0;829.0;
Casa;Cascadura;2;0;0;50;1000.0;;
Apartamento;Leblon;3;2;0;160;5000.0;2519.0;415.0
Apartamento;Ipanema;4;1;3;200;13500.0;1700.0;631.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;89;2100.0;1000.0;250.0
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;950.0;
Apartamento;Tijuca;2;1;1;100;2200.0;994.0;193.0
Apartamento;Flamengo;2;0;0;76;2500.0;704.0;140.0
Apartamento;Leme;2;1;0;41;2100.0;420.0;
Apartamento;Laranjeiras;3;0;0;90;2600.0;672.0;96.0
Apartamento;Barra da Tijuca;1;1;0;66;4500.0;1400.0;
Apartamento;Copacabana;1;0;0;30;2000.0;500.0;23.0
Apartamento;Barra da Tijuca;4;3;4;240;9500.0;3626.0;1502.0
Apartamento;Ipanema;3;2;1;160;6500.0;2200.0;420.0
Apartamento;Tijuca;3;2;1;132;2200.0;1100.0;
Apartamento;Campo Grande;2;1;0;50;850.0;370.0;
Apartamento;Andaraí;2;0;0;50;1500.0;100.0;
Casa de Condomínio;Barra da Tijuca;5;0;5;900;15000.0;2000.0;1800.0
Apartamento;Tijuca;2;1;1;89;1800.0;914.0;137.0
Apartamento;Ipanema;1;0;0;40;4000.0;;
Apartamento;Tijuca;2;0;0;61;1200.0;500.0;
Apartamento;Barra da Tijuca;4;3;4;225;7500.0;3900.0;540.0
Apartamento;Recreio dos Bandeirantes;4;2;2;300;5000.0;1168.0;363.0
Apartamento;Copacabana;2;0;0;74;2500.0;830.0;720.0
Apartamento;Jardim Botânico;3;0;0;96;3700.0;;
Apartamento;Rocha;2;1;1;60;900.0;590.0;
Apartamento;Tijuca;3;1;1;170;3000.0;1200.0;200.0
Apartamento;Barra da Tijuca;2;2;1;110;6000.0;2100.0;
Apartamento;Barra da Tijuca;4;2;2;129;4500.0;1850.0;320.0
Quitinete;Botafogo;1;0;0;25;1300.0;485.0;30.0
Apartamento;Botafogo;2;1;1;82;4000.0;1130.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;64;1750.0;660.0;
Casa;Centro;6;0;0;360;12000.0;;120.0
Apartamento;Copacabana;3;1;1;190;8500.0;1286.0;324.0
Apartamento;Leblon;3;1;0;120;4500.0;2000.0;275.0
Casa de Condomínio;Recreio dos Bandeirantes;7;6;6;800;16000.0;1200.0;13000.0
Apartamento;Centro;2;0;0;80;2400.0;385.0;175.0
Apartamento;Méier;4;2;0;130;3000.0;1200.0;240.0
Quitinete;Centro;1;0;0;20;750.0;245.0;
Apartamento;Ipanema;4;2;4;215;19500.0;2500.0;
Apartamento;Barra da Tijuca;1;1;0;68;3000.0;606.0;
Apartamento;Ilha do Governador;2;1;0;65;1200.0;285.0;60.0
Apartamento;Vila Isabel;2;1;0;70;1500.0;500.0;45.0
Apartamento;Recreio dos Bandeirantes;1;1;1;58;1400.0;800.0;240.0
Apartamento;Barra da Tijuca;1;1;0;55;2200.0;1100.0;227.0
Casa de Vila;Tijuca;1;0;0;35;1200.0;10.0;260.0
Apartamento;Copacabana;2;0;0;60;2600.0;500.0;
Casa;Campo Grande;3;1;2;200;12000.0;;
Apartamento;Botafogo;3;2;2;130;4200.0;1357.0;320.0
Apartamento;Copacabana;3;1;1;130;5500.0;1220.0;220.0
Apartamento;Icaraí;3;2;1;156;2950.0;1450.0;
Apartamento;Leblon;2;0;0;82;4000.0;750.0;170.0
Casa;Vargem Pequena;3;2;1;180;1700.0;808.0;12.0
Apartamento;Copacabana;3;0;0;80;3100.0;1000.0;100.0
Apartamento;Lagoa;3;1;0;170;4000.0;1534.0;
Apartamento;Leblon;1;1;0;55;6200.0;980.0;90.0
Apartamento;Leblon;3;1;1;130;5000.0;1690.0;291.0
Casa;Gávea;5;4;2;690;10000.0;900.0;1100.0
Apartamento;Recreio dos Bandeirantes;3;2;3;180;3100.0;915.0;
Apartamento;Santa Teresa;2;0;1;70;2700.0;400.0;20.0
Apartamento;Ipanema;4;2;2;546;42000.0;6500.0;2800.0
Apartamento;Copacabana;3;2;1;160;5200.0;1675.0;
Apartamento;Recreio dos Bandeirantes;4;2;4;190;3950.0;1290.0;300.0
Apartamento;Santa Teresa;2;0;0;95;2100.0;680.0;55.0
Casa de Condomínio;Barra da Tijuca;3;3;1;180;3000.0;700.0;
Apartamento;Ipanema;5;0;3;400;22500.0;4186.0;
Apartamento;Flamengo;1;0;0;40;1900.0;711.0;
Apartamento;Leblon;3;2;1;110;5000.0;1030.0;
Casa de Condomínio;Barra da Tijuca;5;5;5;566;20000.0;1308.0;
Apartamento;Vila Isabel;2;0;0;75;1200.0;665.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;71;1700.0;780.0;
Apartamento;Freguesia (Jacarepaguá);2;0;1;62;1200.0;200.0;416.0
Apartamento;Copacabana;4;0;0;150;4200.0;1100.0;190.0
Apartamento;Copacabana;2;0;0;76;2300.0;702.0;165.0
Casa de Condomínio;Barra da Tijuca;5;0;3;600;10000.0;2200.0;15000.0
Apartamento;Recreio dos Bandeirantes;4;2;2;120;3000.0;800.0;
Apartamento;Botafogo;2;1;1;62;2200.0;730.0;131.0
Apartamento;Curicica;2;1;1;55;2500.0;500.0;
Apartamento;Barra da Tijuca;1;2;0;68;2200.0;702.0;230.0
Apartamento;Laranjeiras;2;0;0;60;2300.0;712.0;90.0
Apartamento;Ipanema;3;2;1;126;7800.0;1800.0;400.0
Apartamento;Laranjeiras;2;1;0;75;2200.0;890.0;107.0
Apartamento;São Conrado;2;1;2;103;3500.0;890.0;380.0
Casa;Santo Cristo;5;0;0;85;1200.0;;
Apartamento;Recreio dos Bandeirantes;1;0;0;54;1800.0;458.0;112.0
Apartamento;Copacabana;4;1;1;240;8000.0;2400.0;650.0
Apartamento;Leblon;2;1;2;100;5600.0;1400.0;300.0
Apartamento;Jacarepaguá;2;1;0;90;1500.0;614.0;84.0
Apartamento;Urca;3;1;1;130;4900.0;2100.0;269.0
Casa de Vila;Méier;2;0;0;80;1350.0;;150.0
Apartamento;Copacabana;2;0;0;60;2000.0;590.0;
Casa de Condomínio;Barra da Tijuca;4;4;2;450;6000.0;2400.0;1600.0
Apartamento;Copacabana;3;1;2;281;10000.0;2630.0;530.0
Apartamento;Copacabana;1;0;0;70;1800.0;990.0;
Apartamento;Vila Isabel;2;1;1;95;1700.0;750.0;
Casa de Vila;Todos os Santos;3;1;1;92;1500.0;80.0;13.0
Casa;Jacarepaguá;3;2;1;243;3900.0;100.0;
Apartamento;Botafogo;2;0;0;44;2000.0;386.0;25.0
Apartamento;Leme;3;0;1;180;6000.0;1500.0;500.0
Apartamento;Andaraí;2;1;0;57;1300.0;402.0;49.0
Apartamento;Jardim Botânico;4;3;3;340;15000.0;2990.0;1416.0
Apartamento;Barra da Tijuca;4;4;4;225;13000.0;4000.0;13000.0
Apartamento;Ilha do Governador;3;1;1;115;2300.0;650.0;
Apartamento;Ipanema;4;2;3;283;13000.0;5000.0;1000.0
Apartamento;Lagoa;2;0;1;95;3500.0;600.0;280.0
Apartamento;Copacabana;4;2;4;410;25000.0;2200.0;1350.0
Apartamento;Andaraí;3;1;1;74;1900.0;450.0;
Apartamento;Barra da Tijuca;2;1;0;71;1700.0;1444.0;
Quitinete;Bento Ribeiro;1;1;0;30;480.0;;
Apartamento;Copacabana;3;1;0;82;4500.0;893.0;111.0
Apartamento;Leblon;3;2;1;160;9000.0;2800.0;
Casa;Tijuca;7;2;0;340;10000.0;;1944.0
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;900.0;220.0
Apartamento;Copacabana;4;1;0;160;3300.0;1600.0;190.0
Apartamento;Vila Isabel;3;0;0;82;1500.0;410.0;83.0
Quitinete;Botafogo;0;0;0;23;900.0;390.0;30.0
Apartamento;Tijuca;4;2;1;145;3750.0;1640.0;256.0
Apartamento;Copacabana;3;0;1;150;3700.0;1500.0;258.0
Apartamento;Copacabana;1;0;0;30;1200.0;350.0;
Apartamento;Ipanema;3;1;0;118;4600.0;1354.0;278.0
Apartamento;Recreio dos Bandeirantes;3;2;1;159;2500.0;1338.0;3166.0
Apartamento;Laranjeiras;4;2;1;327;15000.0;1966.0;727.0
Apartamento;Copacabana;1;0;0;42;1500.0;390.0;24.0
Apartamento;Copacabana;2;0;1;100;5000.0;965.0;86.0
Apartamento;Flamengo;1;1;1;76;3200.0;662.0;198.0
Apartamento;Curicica;2;1;0;52;1200.0;;
Apartamento;Barra da Tijuca;4;2;1;125;3900.0;;350.0
Apartamento;Itanhangá;2;0;0;55;950.0;490.0;28.0
Apartamento;Copacabana;2;1;1;75;2699.0;1620.0;110.0
Casa;Campo Grande;1;0;0;55;500.0;;
Apartamento;Barra da Tijuca;2;1;1;90;3500.0;521.0;
Apartamento;São Conrado;3;2;1;130;4500.0;2100.0;425.0
Quitinete;Copacabana;0;0;0;25;1100.0;384.0;
Apartamento;Leblon;1;1;1;55;3000.0;1053.0;160.0
Apartamento;Pechincha;2;1;0;70;1100.0;500.0;
Apartamento;Tijuca;2;1;1;80;2100.0;750.0;120.0
Apartamento;Barra da Tijuca;3;2;1;120;5500.0;2600.0;740.0
Apartamento;Vila Isabel;2;1;0;80;1600.0;454.0;113.0
Apartamento;Ipanema;4;2;1;300;22000.0;4000.0;3700.0
Apartamento;Cosme Velho;2;1;0;87;3000.0;792.0;
Apartamento;Tijuca;3;1;0;80;1500.0;450.0;
Apartamento;Copacabana;1;0;0;37;1800.0;402.0;73.0
Apartamento;Copacabana;2;0;1;60;2950.0;700.0;140.0
Apartamento;Campo Grande;1;1;0;41;600.0;195.0;
Apartamento;Tijuca;2;0;1;84;2100.0;1150.0;408.0
Apartamento;Copacabana;2;0;0;82;3650.0;690.0;
Apartamento;Flamengo;3;1;0;165;5500.0;1550.0;35.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;48;1200.0;492.0;15.0
Apartamento;Vicente de Carvalho;3;1;1;74;1800.0;505.0;64.0
Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0
Apartamento;Leblon;3;1;0;100;4990.0;950.0;334.0
Apartamento;Itanhangá;2;1;0;60;950.0;522.0;80.0
Apartamento;Barra da Tijuca;3;2;2;112;5500.0;1200.0;682.0
Apartamento;Catete;3;0;0;70;2700.0;600.0;72.0
Apartamento;Barra da Tijuca;3;2;1;74;2800.0;622.0;64.0
Apartamento;Irajá;2;0;0;60;1300.0;;
Apartamento;Ipanema;3;1;1;145;8000.0;1700.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;750.0;150.0
Casa de Condomínio;Recreio dos Bandeirantes;5;3;4;492;5800.0;1000.0;850.0
Apartamento;Jacarepaguá;2;1;0;46;900.0;280.0;
Casa;Campo Grande;2;1;0;75;800.0;;25.0
Apartamento;Praça da Bandeira;1;0;0;36;1100.0;350.0;130.0
Apartamento;Barra da Tijuca;4;5;4;603;12000.0;6721.0;
Apartamento;Barra da Tijuca;4;3;4;234;10500.0;3430.0;460.0
Apartamento;Leblon;3;2;2;220;7000.0;4974.0;980.0
Apartamento;Barra da Tijuca;2;1;1;72;2400.0;1200.0;222.0
Apartamento;Botafogo;2;2;1;105;3600.0;1247.0;254.0
Apartamento;Ipanema;3;2;1;140;10000.0;3050.0;690.0
Apartamento;Copacabana;4;2;2;360;6000.0;3500.0;380.0
Apartamento;Leblon;2;1;1;70;4900.0;1200.0;2703.0
Casa;Cosme Velho;4;4;1;800;15000.0;1300.0;1100.0
Apartamento;Ipanema;4;2;1;250;6500.0;2800.0;674.0
Casa;Gávea;4;3;3;560;18000.0;1300.0;
Apartamento;Taquara;2;1;0;50;900.0;450.0;14.0
Apartamento;Recreio dos Bandeirantes;3;1;1;92;2700.0;870.0;188.0
Apartamento;São Conrado;4;2;1;220;7000.0;3900.0;1000.0
Apartamento;Recreio dos Bandeirantes;3;2;1;122;2500.0;462.0;
Apartamento;Flamengo;4;2;2;150;7000.0;1965.0;
Apartamento;Barra da Tijuca;2;1;2;70;4000.0;1600.0;300.0
Apartamento;Leme;3;1;1;120;4200.0;900.0;
Apartamento;Taquara;2;1;1;130;2100.0;520.0;500.0
Apartamento;Tijuca;3;1;0;92;1900.0;655.0;
Apartamento;Tijuca;3;1;1;95;2300.0;1400.0;118.0
Apartamento;Leblon;1;0;1;58;6000.0;950.0;150.0
Apartamento;Botafogo;3;1;1;101;5100.0;1340.0;342.0
Apartamento;Laranjeiras;4;3;1;216;7000.0;2700.0;5000.0
Apartamento;Gardênia Azul;2;1;0;50;1700.0;470.0;
Apartamento;Leme;3;1;2;200;22000.0;;
Casa de Condomínio;Itanhangá;5;4;5;800;15000.0;1700.0;1300.0
Apartamento;Ipanema;2;0;0;65;3500.0;902.0;184.0
Apartamento;Taquara;2;0;0;41;900.0;230.0;
Apartamento;Copacabana;3;1;0;100;3100.0;700.0;
Apartamento;Lagoa;4;4;3;392;10500.0;2890.0;2200.0
Apartamento;Ipanema;3;1;1;170;8500.0;1650.0;440.0
Apartamento;Ribeira;1;1;0;58;1100.0;565.0;500.0
Casa;Pilares;2;0;1;100;1100.0;;
Apartamento;Copacabana;3;1;1;300;5000.0;1400.0;400.0
Casa de Condomínio;Barra da Tijuca;4;6;3;370;10500.0;950.0;
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;2;60;1100.0;450.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1600.0;550.0;
Apartamento;Leme;3;1;1;180;7500.0;1900.0;5000.0
Apartamento;Vila Isabel;2;0;0;50;1300.0;300.0;24.0
Apartamento;Botafogo;3;2;3;186;22000.0;3500.0;1060.0
Apartamento;Barra da Tijuca;3;1;1;107;2100.0;1258.0;144.0
Apartamento;Copacabana;1;0;0;25;1200.0;420.0;25.0
Casa;Jardim Botânico;4;3;4;452;20000.0;;1749.0
Quitinete;Centro;1;0;0;30;700.0;480.0;80.0
Apartamento;Centro;2;0;0;65;2690.0;530.0;21.0
Apartamento;Barra da Tijuca;2;1;1;70;1750.0;750.0;78.0
Apartamento;Cosme Velho;3;1;1;130;2600.0;1034.0;240.0
Casa de Vila;Ramos;1;1;0;47;1000.0;;
Apartamento;Taquara;2;0;0;50;900.0;451.0;
Apartamento;Tijuca;1;0;0;25;1400.0;310.0;
Apartamento;Botafogo;3;2;1;102;3800.0;891.0;
Apartamento;Del Castilho;2;1;0;100;890.0;340.0;
Apartamento;Laranjeiras;2;1;1;68;3300.0;1580.0;180.0
Apartamento;Barra da Tijuca;4;3;2;270;12000.0;3550.0;
Apartamento;Ipanema;4;3;4;320;28000.0;5700.0;1500.0
Apartamento;Copacabana;4;1;1;172;11000.0;2000.0;475.0
Quitinete;Flamengo;1;0;0;22;1000.0;370.0;25.0
Apartamento;Tijuca;2;1;0;60;1550.0;550.0;51.0
Apartamento;Ipanema;3;1;1;150;7400.0;1890.0;700.0
Apartamento;Copacabana;2;0;0;78;2700.0;740.0;30.0
Casa de Condomínio;Barra da Tijuca;6;5;6;370;9000.0;580.0;680.0
Apartamento;Leme;1;0;0;35;2000.0;450.0;50.0
Apartamento;Grajaú;2;0;0;90;1500.0;500.0;90.0
Apartamento;Botafogo;3;1;0;118;4500.0;1488.0;194.0
Apartamento;Leblon;3;0;1;120;9500.0;2180.0;435.0
Apartamento;Ipanema;3;1;1;170;13000.0;1776.0;509.0
Apartamento;Barra da Tijuca;2;2;1;105;4499.0;1780.0;
Quitinete;Guadalupe;1;0;0;21;500.0;9.0;
Apartamento;Méier;3;1;1;120;2000.0;796.0;172.0
Apartamento;Jardim Guanabara;3;3;1;140;2300.0;800.0;
Apartamento;Lagoa;4;2;1;200;8000.0;2090.0;702.0
Apartamento;Barra da Tijuca;4;3;4;340;5500.0;1798.0;623.0
Apartamento;Flamengo;4;2;1;330;10000.0;2368.0;1045.0
Quitinete;Flamengo;1;0;0;23;1500.0;340.0;
Apartamento;Centro;2;0;0;65;1600.0;400.0;
Apartamento;Cachambi;3;1;0;60;1400.0;660.0;37.0
Apartamento;Ipanema;4;2;1;200;9500.0;3700.0;1500.0
Apartamento;Tijuca;1;0;0;33;1350.0;260.0;24.0
Casa de Condomínio;Vargem Pequena;2;2;1;100;2100.0;365.0;70.0
Casa de Condomínio;Andaraí;3;2;0;136;2200.0;532.0;
Apartamento;Flamengo;4;3;3;460;20000.0;3300.0;990.0
Apartamento;Ipanema;1;0;0;32;2300.0;279.0;23.0
Apartamento;Jacarepaguá;2;1;0;50;1800.0;520.0;18.0
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1319.0;150.0
Apartamento;Leblon;4;2;1;560;25000.0;2300.0;6000.0
